Date,Site,Phylum,Class,Order,ScientificName,Comment1,Comment2,Dyntaxa ID,Density(n/l),Biovol.(µm³/l),Freshweight(mg/l),Analysis method,Analysis laboratory,Mesured length (µm)
160621,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,3.3,121063297.5,0.1211,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160621,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,copepodit,3000208,25,749335821.3,0.7493,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160621,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,naupliuslarv,3000208,35,64251685.4,0.0643,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,279.5
160621,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,copepodit,3000209,38.3,219158065.1,0.2192,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,486
160621,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,naupliuslarv,3000209,30,20498326.6,0.0205,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,193.5
160621,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclops,sp,,1009441,1.7,168600559.8,0.1686,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1290
160621,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Diacyclops bicuspidatus,, ,263784,1.7,67995287.5,0.068,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160621,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,1.7,50127696.6,0.0501,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,989
160621,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti,,male,239249,5,43294958.6,0.0433,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
160621,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti ,, ,239249,1.7,27753178.6,0.0278,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160621,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides,, ,242098,5,70613452.4,0.0706,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160621,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus,sp,,1013030,5,744032.6,0.0007,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,101.8
160621,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,33.3,3235840.4,0.0032,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
160621,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,36.7,16584150,0.0166,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
160621,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Asplanchna,sp,,1009430,1.7,44405085.7,0.0444,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,430
160621,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,21.7,2981371.4,0.003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
160621,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,6.7,4426986.7,0.0044,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
160704,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,6,244533256.4,0.245,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160704,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,juvenil,233671,6,174256039.2,0.174,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
160704,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Chydorus sphaericus,,,242094,2,17984059.7,0.018,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160704,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,,1009426,22,2659642609,2.66,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
160704,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,juvenil,1009426,74,3154537289,3.155,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160704,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,6,319716617.1,0.32,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160704,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,copepodit,3000208,24,719362388.5,0.719,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160704,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,naupliuslarv,3000208,22,37280098.8,0.037,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160704,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,copepodit,3000209,10,57171669.1,0.057,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,486
160704,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,naupliuslarv,3000209,40,21358389.9,0.021,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160704,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,2,60153235.9,0.06,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,989
160704,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti,,male,239249,2,17317983.4,0.017,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
160704,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,50,4853760.6,0.005,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
160704,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,58,22094955,0.022,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,90.5
160704,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Asplanchna,sp,,1009430,4,106572205.7,0.107,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,430
160704,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,36,4953663.3,0.005,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
160704,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,16,10624768,0.011,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
160704,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,6,1461117,0.001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160712,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina longirostris,,juvenil,242091,2.5,21449722.6,0.021,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
160712,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,,1009426,2.5,302232114.6,0.302,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
160712,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,juvenil,1009426,10,426288822.8,0.426,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160712,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,22.5,1198937314,1.199,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160712,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,copepodit,3000208,5,149867164.3,0.15,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160712,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,naupliuslarv,3000208,10,18357624.4,0.018,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160712,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,copepodit,3000209,32.5,185807924.7,0.186,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,486
160712,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp, hanne,3000209,10,193893401.8,0.194,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160712,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,naupliuslarv,3000209,25,17081938.8,0.017,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160712,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,5,150383089.7,0.15,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,989
160712,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus,sp,,1013030,125,18600813.8,0.019,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,101.8
160712,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,20,1643262.4,0.002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
160712,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,47.5,18095006.3,0.018,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,90.5
160712,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Asplanchna,sp,,1009430,10,266430514.2,0.266,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,430
160712,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,7.5,1032013.2,0.001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
160712,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,2.5,1660120,0.002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
160712,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,12.5,3043993.8,0.003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160718,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,1.7,67925904.5,0.0679,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160718,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Chydorus sphaericus,,,242094,1.7,14986716.4,0.015,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160718,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,,1009426,8.3,1007440382,1.0074,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
160718,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,juvenil,1009426,10,426288822.8,0.4263,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160718,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,25,1332152571,1.3322,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160718,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,copepodit,3000208,18.3,549512935.6,0.5495,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160718,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,naupliuslarv,3000208,10,18357624.4,0.0184,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160718,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,copepodit,3000209,16.7,95286115.2,0.0953,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,486
160718,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,naupliuslarv,3000209,28.3,19359530.7,0.0194,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160718,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,1.7,59946865.7,0.0599,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
160718,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,3.3,100255393.1,0.1003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,989
160718,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti ,, ,239249,5,83259535.7,0.0833,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160718,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus,sp,,1013030,36.7,5456238.7,0.0055,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,101.8
160718,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,16.7,1369385.3,0.0014,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
160718,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,15,5714212.5,0.0057,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,90.5
160718,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Asplanchna,sp,,1009430,8.3,222025428.5,0.222,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,430
160718,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Euchlanis dilatata,,,247383,5,19982288.6,0.02,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160718,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,8.3,1146681.3,0.0011,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
160718,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,10,6640480,0.0066,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,112
160718,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,1.7,405865.8,0.0004,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160726,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Ceriodaphnia quadrangula,,juvenil,263827,2.5,23416744.4,0.023,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,387
160726,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Chydorus sphaericus,,,242094,2.5,22480074.6,0.022,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160726,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,juvenil,1009426,10,426288822.8,0.426,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160726,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,50,2664305143,2.664,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160726,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,copepodit,3000208,5,149867164.3,0.15,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160726,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,copepodit,3000209,30,171515007.4,0.172,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,486
160726,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,naupliuslarv,3000209,47.5,25363088,0.025,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160726,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti,,male,239249,5,43294958.6,0.043,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
160726,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti ,, ,239249,7.5,124889303.6,0.125,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160726,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus,sp,,1013030,102.5,15252667.3,0.015,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,101.8
160726,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,15,1456128.2,0.001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
160726,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,32.5,12380793.8,0.012,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,90.5
160726,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,7.5,1032013.2,0.001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
160726,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,10,2435195.1,0.002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160801,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,4,163022170.9,0.163,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160801,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Chydorus sphaericus,,,242094,4,35968119.4,0.036,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160801,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,,1009426,10,1208928458,1.2089,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
160801,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,juvenil,1009426,12,511546587.4,0.5115,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160801,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,54,2877449554,2.8774,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160801,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp, ,3000208,4,54688951.7,0.0547,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,731
160801,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,copepodit,3000208,6,179840597.1,0.1798,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160801,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,naupliuslarv,3000208,16,27112799.1,0.0271,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160801,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,copepodit,3000209,22,125777672.1,0.1258,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,413
160801,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp, hanne,3000209,4,77557360.7,0.0776,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160801,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,naupliuslarv,3000209,38,13834093.3,0.0138,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,137.5
160801,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Diacyclops bicuspidatus,,hanne,263784,2,35385302.7,0.0354,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,731
160801,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,14,503553671.9,0.5036,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
160801,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,8,240612943.5,0.2406,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,989
160801,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti,,male,239249,2,17317983.4,0.0173,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
160801,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus,sp,,1013030,192,28570850,0.0286,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,101.8
160801,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Pompholyx sulcata,,,257361,2,428770.8,0.0004,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
160801,Erken bojen 0-8,Rotifera,Monogononta,Collothecacea,Collotheca mutabilis,,,257374,8,334114.7,0.0003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,69
160801,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,14,1359053,0.0014,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
160801,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,120,45713700,0.0457,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,90.5
160801,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,12,1651221.1,0.0017,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146
160801,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Trichocerca birostris/similis,,,257328,22,5357429.2,0.0054,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160801,Erken bojen 0-8,Rotifera,Monogononta,Ploima,Trichocerca,spp,,1013012,4,679589.3,0.0007,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,120
160808,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,5,203777713.6,0.2038,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
160808,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Chydorus sphaericus,,,242094,12.5,112400373.2,0.1124,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160808,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,,1009426,10,2622675375,2.6227,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1204
160808,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Daphnia,sp,juvenil,1009426,10,426288822.8,0.4263,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160808,Erken bojen 0-8,Arthropoda,Branchiopoda,Cladocera,Diaphanosoma brachyurum,,,242093,32.5,1904978177,1.905,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,946
160808,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,copepodit,3000208,7.5,224800746.4,0.2248,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160808,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Calanoida,sp,naupliuslarv,3000208,17.5,29654624,0.0297,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
160808,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,copepodit,3000209,15,85757503.7,0.0858,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,413
160808,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,sp,naupliuslarv,3000209,50,18202754.4,0.0182,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,137.5
160808,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Diacyclops bicuspidatus,, ,263784,2.5,101992931.2,0.102,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
160808,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,5,179840597.1,0.1798,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
160808,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti,,male,239249,2.5,21647479.3,0.0216,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
160808,Erken bojen 0-8,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti ,, ,239249,2.5,41629767.9,0.0416,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,688
160808,Erken bojen 0-8,Rotifera,Monogononta,Flosculariacea,Conochilus,sp,,1013030,7.5,1116048.8,0.0011,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,101.8
